[Running] cd "d:\Git\NS\" && g++ NS.cpp -o NS && "d:\Git\NS\"NS
j=1,i=0,output=0,N_S=0,N_v=0,S_v=0,%=0,
j=8,i=112,output=1,N_S=138,N_v=250,S_v=112,%=0,

j=8,i=111,output=1,N_S=139,N_v=250,S_v=111,%=0,

j=8,i=110,output=1,N_S=140,N_v=250,S_v=110,%=0,

j=8,i=109,output=1,N_S=141,N_v=250,S_v=109,%=0,

j=8,i=108,output=1,N_S=142,N_v=250,S_v=108,%=0,

j=8,i=107,output=1,N_S=143,N_v=250,S_v=107,%=0,

j=8,i=106,output=1,N_S=144,N_v=250,S_v=106,%=0,

j=8,i=105,output=1,N_S=145,N_v=250,S_v=105,%=0,

j=8,i=104,output=1,N_S=146,N_v=250,S_v=104,%=0,

j=8,i=103,output=1,N_S=147,N_v=250,S_v=103,%=0,

j=8,i=102,output=1,N_S=148,N_v=250,S_v=102,%=0,

j=8,i=101,output=1,N_S=149,N_v=250,S_v=101,%=0,

j=8,i=100,output=1,N_S=150,N_v=250,S_v=100,%=0,

j=8,i=99,output=1,N_S=151,N_v=250,S_v=99,%=0,

j=8,i=98,output=1,N_S=152,N_v=250,S_v=98,%=0,

j=8,i=97,output=1,N_S=153,N_v=250,S_v=97,%=0,

j=8,i=96,output=1,N_S=154,N_v=250,S_v=96,%=0,

j=8,i=95,output=1,N_S=155,N_v=250,S_v=95,%=0,

j=8,i=94,output=1,N_S=156,N_v=250,S_v=94,%=0,

j=8,i=93,output=1,N_S=157,N_v=250,S_v=93,%=0,

j=8,i=92,output=1,N_S=158,N_v=250,S_v=92,%=0,

j=8,i=91,output=1,N_S=159,N_v=250,S_v=91,%=0,

j=8,i=90,output=1,N_S=160,N_v=250,S_v=90,%=0,

j=8,i=89,output=1,N_S=161,N_v=250,S_v=89,%=0,

j=8,i=88,output=1,N_S=162,N_v=250,S_v=88,%=0,

j=8,i=87,output=1,N_S=163,N_v=250,S_v=87,%=0,

j=8,i=86,output=1,N_S=164,N_v=250,S_v=86,%=0,

j=8,i=85,output=1,N_S=165,N_v=250,S_v=85,%=0,

j=8,i=84,output=1,N_S=166,N_v=250,S_v=84,%=0,

j=8,i=83,output=1,N_S=167,N_v=250,S_v=83,%=0,

j=8,i=82,output=1,N_S=168,N_v=250,S_v=82,%=0,

j=8,i=81,output=1,N_S=169,N_v=250,S_v=81,%=0,

j=8,i=80,output=1,N_S=170,N_v=250,S_v=80,%=0,

j=8,i=79,output=1,N_S=171,N_v=250,S_v=79,%=0,

j=8,i=78,output=1,N_S=172,N_v=250,S_v=78,%=0,

j=8,i=77,output=1,N_S=173,N_v=250,S_v=77,%=0,

j=8,i=76,output=1,N_S=174,N_v=250,S_v=76,%=0,

j=8,i=75,output=1,N_S=175,N_v=250,S_v=75,%=0,

j=8,i=74,output=1,N_S=176,N_v=250,S_v=74,%=0,

j=8,i=73,output=1,N_S=177,N_v=250,S_v=73,%=0,

j=8,i=72,output=1,N_S=178,N_v=250,S_v=72,%=0,

j=8,i=71,output=1,N_S=179,N_v=250,S_v=71,%=0,

j=8,i=70,output=1,N_S=180,N_v=250,S_v=70,%=0,

j=8,i=69,output=1,N_S=181,N_v=250,S_v=69,%=0,

j=8,i=68,output=1,N_S=182,N_v=250,S_v=68,%=0,

j=8,i=67,output=1,N_S=183,N_v=250,S_v=67,%=0,

j=8,i=66,output=1,N_S=184,N_v=250,S_v=66,%=0,

j=8,i=65,output=1,N_S=185,N_v=250,S_v=65,%=0,

j=8,i=64,output=1,N_S=186,N_v=250,S_v=64,%=0,

j=8,i=63,output=1,N_S=187,N_v=250,S_v=63,%=0,

j=8,i=62,output=1,N_S=188,N_v=250,S_v=62,%=0,

j=8,i=61,output=1,N_S=189,N_v=250,S_v=61,%=0,

j=8,i=60,output=1,N_S=190,N_v=250,S_v=60,%=0,

j=8,i=59,output=1,N_S=191,N_v=250,S_v=59,%=0,

j=8,i=58,output=1,N_S=192,N_v=250,S_v=58,%=0,

j=8,i=57,output=1,N_S=193,N_v=250,S_v=57,%=0,

j=8,i=56,output=1,N_S=194,N_v=250,S_v=56,%=0,

j=8,i=55,output=1,N_S=195,N_v=250,S_v=55,%=0,

j=8,i=54,output=1,N_S=196,N_v=250,S_v=54,%=0,

j=8,i=53,output=1,N_S=197,N_v=250,S_v=53,%=0,

j=8,i=52,output=1,N_S=198,N_v=250,S_v=52,%=0,

j=8,i=51,output=1,N_S=199,N_v=250,S_v=51,%=0,

j=8,i=50,output=1,N_S=200,N_v=250,S_v=50,%=0,

j=8,i=49,output=1,N_S=201,N_v=250,S_v=49,%=0,

j=8,i=48,output=1,N_S=202,N_v=250,S_v=48,%=0,

j=8,i=47,output=1,N_S=203,N_v=250,S_v=47,%=0,

j=8,i=46,output=1,N_S=204,N_v=250,S_v=46,%=0,

j=8,i=45,output=1,N_S=205,N_v=250,S_v=45,%=0,

j=8,i=44,output=1,N_S=206,N_v=250,S_v=44,%=0,

j=8,i=43,output=1,N_S=207,N_v=250,S_v=43,%=0,

j=8,i=42,output=1,N_S=208,N_v=250,S_v=42,%=0,

j=8,i=41,output=1,N_S=209,N_v=250,S_v=41,%=0,

j=8,i=40,output=1,N_S=210,N_v=250,S_v=40,%=0,

j=8,i=39,output=1,N_S=211,N_v=250,S_v=39,%=0,

j=8,i=38,output=1,N_S=212,N_v=250,S_v=38,%=0,

j=8,i=37,output=1,N_S=213,N_v=250,S_v=37,%=0,

j=8,i=36,output=1,N_S=214,N_v=250,S_v=36,%=0,

j=8,i=35,output=1,N_S=215,N_v=250,S_v=35,%=0,

j=8,i=34,output=1,N_S=216,N_v=250,S_v=34,%=0,

j=8,i=33,output=1,N_S=217,N_v=250,S_v=33,%=0,

j=8,i=32,output=1,N_S=218,N_v=250,S_v=32,%=0,

j=8,i=31,output=1,N_S=219,N_v=250,S_v=31,%=0,

j=8,i=30,output=1,N_S=220,N_v=250,S_v=30,%=0,

j=8,i=29,output=1,N_S=221,N_v=250,S_v=29,%=0,

j=8,i=28,output=1,N_S=222,N_v=250,S_v=28,%=0,

j=8,i=27,output=1,N_S=223,N_v=250,S_v=27,%=0,

j=8,i=26,output=1,N_S=224,N_v=250,S_v=26,%=0,

j=8,i=25,output=1,N_S=225,N_v=250,S_v=25,%=0,

j=8,i=24,output=1,N_S=226,N_v=250,S_v=24,%=0,

j=8,i=23,output=1,N_S=227,N_v=250,S_v=23,%=0,

j=8,i=22,output=1,N_S=228,N_v=250,S_v=22,%=0,

j=8,i=21,output=1,N_S=229,N_v=250,S_v=21,%=0,

j=8,i=20,output=1,N_S=230,N_v=250,S_v=20,%=0,

j=8,i=19,output=1,N_S=231,N_v=250,S_v=19,%=0,

j=8,i=18,output=1,N_S=232,N_v=250,S_v=18,%=0,

j=8,i=17,output=1,N_S=233,N_v=250,S_v=17,%=0,

j=8,i=16,output=1,N_S=234,N_v=250,S_v=16,%=0,

j=8,i=15,output=1,N_S=235,N_v=250,S_v=15,%=0,

j=8,i=14,output=1,N_S=236,N_v=250,S_v=14,%=0,

j=8,i=13,output=1,N_S=237,N_v=250,S_v=13,%=0,

j=8,i=12,output=1,N_S=238,N_v=250,S_v=12,%=0,

j=8,i=11,output=1,N_S=239,N_v=250,S_v=11,%=0,

j=8,i=10,output=1,N_S=240,N_v=250,S_v=10,%=0,

j=8,i=9,output=1,N_S=241,N_v=250,S_v=9,%=0,

j=8,i=8,output=1,N_S=242,N_v=250,S_v=8,%=0,

j=8,i=7,output=1,N_S=243,N_v=250,S_v=7,%=0,

j=8,i=6,output=1,N_S=244,N_v=250,S_v=6,%=0,

j=8,i=5,output=1,N_S=245,N_v=250,S_v=5,%=0,

j=8,i=4,output=1,N_S=246,N_v=250,S_v=4,%=0,

j=8,i=3,output=1,N_S=247,N_v=250,S_v=3,%=0,

j=8,i=2,output=1,N_S=248,N_v=250,S_v=2,%=0,

j=8,i=1,output=1,N_S=249,N_v=250,S_v=1,%=0,


[Done] exited with code=0 in 0.358 seconds

